verbatim_name,canonical_name,resolved_taxon_id,accepted_canonical_name,source,confidence,gbif_match_type,notes
"Oreopasites vanduzeei Cockerell, 1925",oreopasites vanduzeei,361467,oreopasites vanduzeei,exact,1.0,,
Osmia albolateralis,osmia albolateralis,344903,osmia albolateralis,exact,1.0,,
"Osmia albolateralis Cockerell, 1906",osmia albolateralis,344903,osmia albolateralis,exact,1.0,,
"Osmia austromaritima Michener, 1936",osmia austromaritima,452751,osmia austromaritima,exact,1.0,,
Osmia brevis,osmia brevis,361576,osmia brevis,exact,1.0,,
Osmia bucephala,osmia bucephala,199125,osmia bucephala,exact,1.0,,
"Osmia bucephala Cresson, 1864",osmia bucephala,199125,osmia bucephala,exact,1.0,,
Osmia caerulescens,osmia caerulescens,199124,osmia caerulescens,exact,1.0,,
Osmia caerulescens caerulescens,osmia caerulescens,199124,osmia caerulescens,exact,1.0,,
Osmia calla,osmia calla,361577,osmia calla,exact,1.0,,
"Osmia calla Cockerell, 1897",osmia calla,361577,osmia calla,exact,1.0,,
"Osmia cara Cockerell, 1910",osmia cara,361578,osmia cara,exact,1.0,,
"Osmia cobaltina Cresson, 1878",osmia cobaltina,452752,osmia cobaltina,exact,1.0,,
"Osmia coloradensis Cresson, 1878",osmia coloradensis,226667,osmia coloradensis,exact,1.0,,
"Osmia cornifrons (Radoszkowski, 1887)",osmia cornifrons,121508,osmia cornifrons,exact,1.0,,
"Osmia densa Cresson, 1864",osmia densa,361601,osmia densa,exact,1.0,,
"Osmia exigua Cresson, 1878",osmia exigua,344904,osmia exigua,exact,1.0,,
Osmia giliarum,osmia giliarum,226670,osmia giliarum,exact,1.0,,
"Osmia giliarum Cockerell, 1906",osmia giliarum,226670,osmia giliarum,exact,1.0,,
Osmia inurbana,osmia inurbana,452754,osmia inurbana,exact,1.0,,
Osmia juxta,osmia juxta,452755,osmia juxta,exact,1.0,,
"Osmia juxta Cresson, 1864",osmia juxta,452755,osmia juxta,exact,1.0,,
"Osmia kincaidii Cockerell, 1897",osmia kincaidii,361605,osmia kincaidii,exact,1.0,,
"Osmia laeta Sandhouse, 1924",osmia laeta,308816,osmia laeta,exact,1.0,,
"Osmia lanei Sandhouse, 1939",osmia lanei,1161283,osmia lanei,exact,1.0,,
Osmia lignaria,osmia lignaria,121507,osmia lignaria,exact,1.0,,
Osmia longula,osmia longula,226674,osmia longula,exact,1.0,,
"Osmia longula Cresson, 1864",osmia longula,226674,osmia longula,exact,1.0,,
Osmia melanopleura,osmia melanopleura,452756,osmia melanopleura,exact,1.0,,
"Osmia melanopleura Cockerell, 1916",osmia melanopleura,452756,osmia melanopleura,exact,1.0,,
Osmia nemoris,osmia nemoris,345173,osmia nemoris,exact,1.0,,
Osmia nifoata,osmia nifoata,226677,osmia nifoata,exact,1.0,,
"Osmia nifoata Cockerell, 1909",osmia nifoata,226677,osmia nifoata,exact,1.0,,
"Osmia nigriventris (Zetterstedt, 1838)",osmia nigriventris,452480,osmia nigriventris,exact,1.0,,
"Osmia nigrobarbata Cockerell, 1916",osmia nigrobarbata,271333,osmia nigrobarbata,exact,1.0,,
"Osmia pikei Cockerell, 1907",osmia pikei,452760,osmia pikei,exact,1.0,,
"Osmia proxima Cresson, 1864",osmia proxima,198853,osmia proxima,exact,1.0,,
"Osmia raritatis Michener, 1957",osmia raritatis,361612,osmia raritatis,exact,1.0,,
"Osmia rawlinsi Sandhouse, 1939",osmia rawlinsi,628307,osmia rawlinsi,exact,1.0,,
"Osmia sedula Sandhouse, 1924",osmia sedula,452763,osmia sedula,exact,1.0,,
"Osmia subaustralis Cockerell, 1900",osmia subaustralis,226682,osmia subaustralis,exact,1.0,,
"Osmia tanneri Sandhouse, 1939",osmia tanneri,452477,osmia tanneri,exact,1.0,,
"Osmia texana Cresson, 1872",osmia texana,226684,osmia texana,exact,1.0,,
"Osmia trevoris Cockerell, 1897",osmia trevoris,226686,osmia trevoris,exact,1.0,,
"Osmia tristella Cockerell, 1897",osmia tristella,226687,osmia tristella,exact,1.0,,
"Osmia unca Michener, 1937",osmia unca,452764,osmia unca,exact,1.0,,
"Osmia vandykei Sandhouse, 1924",osmia vandykei,361615,osmia vandykei,exact,1.0,,
Panurginus atriceps,panurginus atriceps,459034,panurginus atriceps,exact,1.0,,
"Panurginus atriceps (Cresson, 1878)",panurginus atriceps,459034,panurginus atriceps,exact,1.0,,
"Panurginus ineptus Cockerell, 1922",panurginus ineptus,459037,panurginus ineptus,exact,1.0,,
Perdita albipennis,perdita albipennis,227443,perdita albipennis,exact,1.0,,
Perdita lingualis,perdita lingualis,271446,perdita lingualis,exact,1.0,,
"Perdita lingualis Cockerell, 1896",perdita lingualis,271446,perdita lingualis,exact,1.0,,
Perdita oregonensis,perdita oregonensis,571824,perdita oregonensis,exact,1.0,,
Perdita salicis imperialis,perdita salicis,271717,perdita salicis,exact,1.0,,
"Perdita similis pascoensis Timberlake, 1958",perdita similis,227459,perdita similis,exact,1.0,,
"Perdita wyomingensis Cockerell, 1922",perdita wyomingensis,543550,perdita wyomingensis,exact,1.0,,
Perdita zonalis zonalis,perdita zonalis,227465,perdita zonalis,exact,1.0,,
"Protosmia rubifloris (Cockerell, 1898)",protosmia rubifloris,271438,protosmia rubifloris,exact,1.0,,
Sphecodes hesperellus,sphecodes hesperellus,1447857,sphecodes hesperellus,exact,1.0,,
"Sphecodes kincaidii Cockerell, 1898",sphecodes kincaidii,1339496,sphecodes kincaidii,exact,1.0,,
"Sphecodes manni Cockerell, 1913",sphecodes manni,1339497,sphecodes manni,exact,1.0,,
"Sphecodes olympicus Cockerell, 1904",sphecodes olympicus,1448011,sphecodes olympicus,exact,1.0,,
"Stelis calliphorina (Cockerell, 1911)",stelis calliphorina,361618,stelis calliphorina,exact,1.0,,
"Stelis lateralis Cresson, 1864",stelis lateralis,199118,stelis lateralis,exact,1.0,,
"Stelis montana Cresson, 1864",stelis montana,231507,stelis montana,exact,1.0,,
"Stelis monticola Cresson, 1878",stelis monticola,459158,stelis monticola,exact,1.0,,
"Stelis rubi Cockerell, 1898",stelis rubi,459163,stelis rubi,exact,1.0,,
Stelis subcaerulea,stelis subcaerulea,1339518,stelis subcaerulea,exact,1.0,,
"Stelis subcaerulea Cresson, 1878",stelis subcaerulea,1339518,stelis subcaerulea,exact,1.0,,
Triepeolus argus,triepeolus argus,1339525,triepeolus argus,exact,1.0,,
Triepeolus argyreus,triepeolus argyreus,1339526,triepeolus argyreus,exact,1.0,,
"Triepeolus concavus (Cresson, 1878)",triepeolus concavus,452935,triepeolus concavus,exact,1.0,,
"Triepeolus paenepectoralis Viereck, 1905",triepeolus paenepectoralis,459167,triepeolus paenepectoralis,exact,1.0,,
Triepeolus texanus,triepeolus texanus,459171,triepeolus texanus,exact,1.0,,
"Triepeolus timberlakei Cockerell, 1929",triepeolus timberlakei,1028062,triepeolus timberlakei,exact,1.0,,
Xylocopa virginica,xylocopa virginica,51110,xylocopa virginica,exact,1.0,,
Zacosmia maculata maculata,zacosmia maculata,308635,zacosmia maculata,exact,1.0,,
