"canonical_name","native","nesting","sociality","foraging"
"nomada neomexicana","","Host Nest","Parasitic",""
"nomada nigrociliata","","Host Nest","Parasitic",""
"nomada nigrofasciata","","Host Nest","Parasitic",""
"nomada obliquella","","Host Nest","Parasitic",""
"nomada obliterata","native","Host Nest","Parasitic",""
"nomada obscurella","","Host Nest","Parasitic",""
"nomada obtusata","","Host Nest","Parasitic",""
"nomada ochlerata","","Host Nest","Parasitic",""
"nomada ochrohirta","","Host Nest","Parasitic",""
"nomada odontocera","","Host Nest","Parasitic",""
"nomada opacella","","Host Nest","Parasitic",""
"nomada opposita","","Host Nest","Parasitic",""
"nomada orba","","Host Nest","Parasitic",""
"nomada orbitalis","","Host Nest","Parasitic",""
"nomada orcusella","","Host Nest","Parasitic",""
"nomada oregonica","native","Host Nest","Parasitic",""
"nomada ornithica","","Host Nest","Parasitic",""
"nomada orophilla","","Host Nest","Parasitic",""
"nomada osborni","","Host Nest","Parasitic",""
"nomada ovata","native","Host Nest","Parasitic","Generalist"
"nomada packardiella","","Host Nest","Parasitic",""
"nomada pallidella","","Host Nest","Parasitic",""
"nomada pallidelutea","","Host Nest","Parasitic",""
"nomada pallidipicta","","Host Nest","Parasitic",""
"nomada parallela","","Host Nest","Parasitic",""
"nomada parata","","Host Nest","Parasitic",""
"nomada parkeri","","Host Nest","Parasitic",""
"nomada parva","native","Host Nest","Parasitic","Generalist"
"nomada pascoensis","","Host Nest","Parasitic",""
"nomada pecosensis","native","Host Nest","Parasitic",""
"nomada perbella","","Host Nest","Parasitic",""
"nomada perivincta","","Host Nest","Parasitic",""
"nomada perplexa","native","Host Nest","Parasitic",""
"nomada perplexans","","Host Nest","Parasitic",""
"nomada physura","native","Host Nest","Parasitic",""
"nomada pilipes","","Host Nest","Parasitic",""
"nomada placida","native","Host Nest","Parasitic",""
"nomada placitensis","","Host Nest","Parasitic",""
"nomada portalensis","","Host Nest","Parasitic",""
"nomada priscilla","introduced","Host Nest","Parasitic",""
"nomada proxima","","Host Nest","Parasitic",""
"nomada pulsatillae","","Host Nest","Parasitic",""
"nomada pusilla","","Host Nest","Parasitic",""
"nomada putnami","","Host Nest","Parasitic",""
"nomada pygmaea","native","Host Nest","Parasitic","Generalist"
"nomada pyrrha","","Host Nest","Parasitic",""
"nomada rhodalis","native","Host Nest","Parasitic",""
"nomada rhodomelas","native","Host Nest","Parasitic",""
"nomada rhodosoma","native","Host Nest","Parasitic",""
"nomada rhodotricha","","Host Nest","Parasitic",""
"nomada rhodoxantha","","Host Nest","Parasitic",""
"nomada ridingsii","","Host Nest","Parasitic",""
"nomada rivalis","native","Host Nest","Parasitic",""
"nomada robertsonella","native","Host Nest","Parasitic",""
"nomada rodecki","","Host Nest","Parasitic",""
"nomada rohweri","","Host Nest","Parasitic",""
"nomada rubi","","Host Nest","Parasitic",""
"nomada rubicunda","native","Host Nest","Parasitic","Generalist"
"nomada rubrella","","Host Nest","Parasitic",""
"nomada rubrica","","Host Nest","Parasitic",""
"nomada ruidosensis","","Host Nest","Parasitic",""
"nomada salicicola","","Host Nest","Parasitic",""
"nomada salicis","native","Host Nest","Parasitic",""
"nomada sanctaecrucis","","Host Nest","Parasitic",""
"nomada sayi","native","Host Nest","Parasitic","Generalist"
"nomada schwarzi","","Host Nest","Parasitic",""
"nomada scita","native","Host Nest","Parasitic",""
"nomada scitiformis","","Host Nest","Parasitic",""
"nomada sedi","","Host Nest","Parasitic",""
"nomada semirugosa","","Host Nest","Parasitic",""
"nomada semiscita","","Host Nest","Parasitic",""
"nomada semisuavis","","Host Nest","Parasitic",""
"nomada seneciophila","native","Host Nest","Parasitic",""
"nomada siccorum","","Host Nest","Parasitic",""
"nomada simplicicoxa","","Host Nest","Parasitic",""
"nomada siouxensis","","Host Nest","Parasitic",""
"nomada skinneri","native","Host Nest","Parasitic",""
"nomada snowii","","Host Nest","Parasitic",""
"nomada sobrina","","Host Nest","Parasitic",""
"nomada sophiarum","","Host Nest","Parasitic",""
"nomada sphaerogaster","","Host Nest","Parasitic",""
"nomada suavis","native","Host Nest","Parasitic","Generalist"
"nomada subaccepta","","Host Nest","Parasitic",""
"nomada subangusta","","Host Nest","Parasitic",""
"nomada subgracilis","","Host Nest","Parasitic",""
"nomada subnigrocincta","","Host Nest","Parasitic",""
"nomada subpacata","","Host Nest","Parasitic",""
"nomada subrubi","","Host Nest","Parasitic",""
"nomada subrutila","","Host Nest","Parasitic",""
"nomada subsimilis","","Host Nest","Parasitic",""
"nomada subvicinalis","","Host Nest","Parasitic",""
"nomada suda","","Host Nest","Parasitic",""
"nomada sulphurata","native","Host Nest","Parasitic",""
"nomada superba","native","Host Nest","Parasitic",""
"nomada swenki","","Host Nest","Parasitic",""
"nomada taraxacella","native","Host Nest","Parasitic",""
"nomada texana","native","Host Nest","Parasitic","Generalist"
"nomada timberlakei","native","Host Nest","Parasitic",""
"nomada tintinnabulum","native","Host Nest","Parasitic",""
"nomada townesi","","Host Nest","Parasitic",""
"nomada tricurta","","Host Nest","Parasitic",""
"nomada truttarum","","Host Nest","Parasitic",""
"nomada tyrrellensis","","Host Nest","Parasitic",""
"nomada uhleri","","Host Nest","Parasitic",""
"nomada ulsterensis","native","Host Nest","Parasitic",""
"nomada ultima","","Host Nest","Parasitic",""
"nomada ultimella","native","Host Nest","Parasitic",""
"nomada undulaticornis","","Host Nest","Parasitic",""
"nomada utahensis","native","Host Nest","Parasitic",""
"nomada utensis","","Host Nest","Parasitic",""
"nomada valida","native","Host Nest","Parasitic",""
"nomada vallesina","","Host Nest","Parasitic",""
"nomada vegana","native","Host Nest","Parasitic","Generalist"
"nomada velutina","","Host Nest","Parasitic",""
"nomada verecunda","native","Host Nest","Parasitic",""
"nomada vexator","","Host Nest","Parasitic",""
"nomada vicina","native","Host Nest","Parasitic",""
"nomada vicinalis","native","Host Nest","Parasitic",""
"nomada victrix","native","Host Nest","Parasitic",""
"nomada vierecki","","Host Nest","Parasitic",""
"nomada vincta","native","Host Nest","Parasitic",""
"nomada vulpis","","Host Nest","Parasitic",""
"nomada washingtoni","native","Host Nest","Parasitic",""
"nomada wheeleri","","Host Nest","Parasitic",""
"nomada wisconsinensis","","Host Nest","Parasitic",""
"nomada wootonella","","Host Nest","Parasitic",""
"nomada wyomingensis","","Host Nest","Parasitic",""
"nomada xantholepis","native","Host Nest","Parasitic",""
"nomada xanthophila","native","Host Nest","Parasitic",""
"nomada xanthura","native","Host Nest","Parasitic",""
"nomada zebrata","native","Host Nest","Parasitic",""
"nomada ziziae","","Host Nest","Parasitic",""
"nomia angustitibialis","","Ground","Plastic","Generalist"
"nomia fedorensis","","Ground","Plastic","Generalist"
"nomia foxii","","Ground","Plastic","Generalist"
"nomia howardi","","Ground","Plastic","Generalist"
"nomia ivoirensis","","Ground","Plastic","Generalist"
"nomia maneei","native","Ground","Plastic","Generalist"
"nomia melanderi","native","Ground","Plastic","Generalist"
"nomia nortoni","native","Ground","Plastic","Generalist"
"nomia tetrazonata","native","Ground","Plastic","Generalist"
"nomia universitatis","","Ground","Plastic","Generalist"
"odyneropsis apache","","","",""
"oreopasites albinota","","Host Nest","Parasitic",""
"oreopasites arizonica","","Host Nest","Parasitic",""
"oreopasites barbarae","","Host Nest","Parasitic",""
"oreopasites euphorbiae","","Host Nest","Parasitic",""
"oreopasites favreauae","","Host Nest","Parasitic",""
"oreopasites hurdi","","Host Nest","Parasitic",""
"oreopasites linsleyi","","Host Nest","Parasitic",""
"oreopasites powelli","","Host Nest","Parasitic",""
"oreopasites scituli","","Host Nest","Parasitic",""
"oreopasites vanduzeei","","Host Nest","Parasitic",""
"osmia albiventris","native","Cavity","Solitary",""
"osmia albolateralis","","Cavity","Solitary",""
"osmia alpestris","","Cavity","Solitary",""
"osmia alticola","introduced","Cavity","Solitary","Specialist"
"osmia angustipes","","Cavity","Solitary",""
"osmia ashmeadii","","Cavity","Solitary",""
"osmia atriventris","native","Ground","Solitary","Generalist"
"osmia atrocyanea","","Cavity","Solitary",""
"osmia austromaritima","","Cavity","Solitary",""
"osmia avosetta","introduced","Multiple","Solitary",""
"osmia bakeri","","Cavity","Solitary",""
"osmia bella","","Cavity","Solitary",""
"osmia botitena","","Cavity","Solitary",""
"osmia breviata","introduced","Cavity","Solitary","Specialist"
"osmia brevis","","Cavity","Solitary","Specialist"
"osmia bruneri","","Cavity","Solitary","Generalist"
"osmia bucephala","native","Ground","Solitary","Generalist"
"osmia caerulescens","introduced","Cavity","Solitary","Generalist"
"osmia cahuilla","","Cavity","Solitary",""
"osmia calcarata","","Cavity","Solitary",""
"osmia californica","native","Cavity","Solitary","Specialist"
"osmia calla","","Cavity","Solitary",""
"osmia cara","","Cavity","Solitary",""
"osmia caulicola","","Cavity","Solitary",""
"osmia cerasi","","Cavity","Solitary",""
"osmia chalybea","native","Cavity","Solitary",""
"osmia claremontensis","","Cavity","Solitary",""
"osmia clarescens","native","Cavity","Solitary","Generalist"
"osmia cobaltina","","Cavity","Solitary",""
"osmia cockerelli","","Cavity","Solitary",""
"osmia collinsiae","native","Cavity","Solitary",""
"osmia coloradensis","","Cavity","Solitary","Specialist"
"osmia conjuncta","native","Cavity","Solitary",""
"osmia cordata","native","Cavity","Solitary",""
"osmia cornifrons","introduced","Cavity","Solitary",""
"osmia crassa","","Cavity","Solitary",""
"osmia cyanella","native","Cavity","Solitary",""
"osmia cyaneonitens","","Cavity","Solitary",""
"osmia cyanopoda","","Cavity","Solitary",""
"osmia dakotensis","native","Cavity","Solitary",""
"osmia densa","","Cavity","Solitary",""
"osmia derasa","","Cavity","Solitary",""
"osmia distincta","native","Cavity","Solitary","Generalist"
"osmia dolerosa","","Cavity","Solitary",""
"osmia ednae","","Cavity","Solitary",""
"osmia enixa","","Cavity","Solitary",""
"osmia exigua","","Cavity","Solitary",""
"osmia fasciata","","Cavity","Solitary",""
"osmia felti","","Multiple","Solitary",""
"osmia fervida","","Cavity","Solitary",""
"osmia foxi","","Cavity","Solitary",""
"osmia francisconis","","Cavity","Solitary",""
"osmia gabrielis","","Cavity","Solitary",""
"osmia gaudiosa","native","Wood","Solitary",""
"osmia georgica","native","Ground","Solitary","Generalist"
"osmia giffardi","","Cavity","Solitary",""
"osmia giliarum","","Cavity","Solitary",""
"osmia glauca","native","Cavity","Solitary",""
"osmia granulosa","","Cavity","Solitary",""
"osmia grindeliae","","Cavity","Solitary",""
"osmia grinnelli","","Wood","Solitary","Generalist"
"osmia hemera","","Cavity","Solitary",""
"osmia hendersoni","","Cavity","Solitary",""
"osmia hesperos","","Cavity","Solitary",""
"osmia hurdi","","Cavity","Solitary",""
"osmia illinoensis","native","Cavity","Solitary",""
"osmia indeprensa","","Cavity","Solitary",""
"osmia inermis","","Cavity","Solitary","Generalist"
"osmia inspergens","","Cavity","Solitary",""
"osmia integra","native","Ground","Solitary",""
"osmia inurbana","","Cavity","Solitary",""
"osmia iridis","","Wood","Solitary",""
"osmia juxta","","Cavity","Solitary",""
"osmia kenoyeri","","Cavity","Solitary",""
"osmia kincaidii","","Cavity","Solitary",""
"osmia lacus","","Cavity","Solitary",""
"osmia laeta","native","Cavity","Solitary",""
"osmia lanei","","Cavity","Solitary",""
"osmia latisulcata","native","Cavity","Solitary",""
"osmia lignaria","","Cavity","Solitary",""
"osmia liogastra","","Cavity","Solitary",""
"osmia longula","","Cavity","Solitary",""
"osmia lupinicola","","Cavity","Solitary",""
"osmia malina","","Cavity","Solitary",""
"osmia marginata","","Cavity","Solitary","Generalist"
"osmia marginipennis","","Cavity","Solitary",""
"osmia maritima","","Cavity","Solitary",""
"osmia melanopleura","","Cavity","Solitary",""
"osmia mertensiae","","Cavity","Solitary",""
"osmia michiganensis","native","Ground","Solitary","Generalist"
"osmia mixta","","Cavity","Solitary",""
"osmia montana","","Cavity","Solitary","Specialist"
"osmia morongana","","Cavity","Solitary",""
"osmia nana","","Cavity","Solitary",""
"osmia nanula","","Cavity","Solitary",""
"osmia nemoris","","Cavity","Solitary",""
"osmia neocyanopoda","","Cavity","Solitary",""
"osmia nifoata","native","Cavity","Solitary",""
"osmia nigricollis","","Cavity","Solitary",""
"osmia nigrifrons","","Cavity","Solitary",""
"osmia nigriventris","native","Wood","Solitary",""
"osmia nigrobarbata","","Cavity","Solitary",""
"osmia notata","","Cavity","Solitary",""
"osmia obliqua","","Cavity","Solitary",""
"osmia odontogaster","","Cavity","Solitary",""
"osmia pagosa","","Cavity","Solitary",""
"osmia palmae","introduced","Cavity","Solitary",""
"osmia paradisica","","Cavity","Solitary",""
"osmia parietina","introduced","Cavity","Solitary","Generalist"
"osmia pentstemonis","","Cavity","Solitary",""
"osmia phenax","","Cavity","Solitary",""
"osmia physariae","","Cavity","Solitary",""
"osmia pieli","","Cavity","Solitary",""
"osmia pikei","","Wood","Solitary",""
"osmia pingreeana","","Cavity","Solitary",""
"osmia potentillae","","Cavity","Solitary",""
"osmia proxima","native","Cavity","Solitary",""
"osmia prunorum","","Cavity","Solitary",""
"osmia pulsatillae","","Cavity","Solitary",""
"osmia pumila","native","Cavity","Solitary","Generalist"
"osmia purpurata","","Cavity","Solitary",""
"osmia pusilla","","Cavity","Solitary",""
"osmia ramona","","Cavity","Solitary",""
"osmia raritatis","","Cavity","Solitary",""
"osmia rawlinsi","native","Cavity","Solitary",""
"osmia regulina","","Cavity","Solitary",""
"osmia ribifloris","native","Cavity","Solitary",""
"osmia rostrata","","Wood","Solitary",""
"osmia rutila","","Cavity","Solitary",""
"osmia sanctaerosae","","Cavity","Solitary",""
"osmia sandhouseae","native","Cavity","Solitary",""
"osmia sanrafaelae","","Ground","Solitary",""
"osmia sculleni","","Cavity","Solitary",""
"osmia sedula","","Cavity","Solitary",""
"osmia sequoiae","","Cavity","Solitary",""
"osmia simillima","native","Wood","Solitary",""
"osmia sladeni","","Cavity","Solitary",""
"osmia solitaria","","Cavity","Solitary",""
"osmia subaustralis","","Cavity","Solitary",""
"osmia subcornuta","","Cavity","Solitary",""
"osmia subfasciata","native","Cavity","Solitary","Generalist"
