"canonical_name","native","nesting","sociality","foraging"
"lasioglossum sedi","native","Ground","",""
"lasioglossum semibrunneum","","Ground","",""
"lasioglossum semicaeruleum","native","Ground","","Generalist"
"lasioglossum sequoiae","","Ground","",""
"lasioglossum simplex","native","Host Nest","Parasitic",""
"lasioglossum sisymbrii","native","Ground","","Generalist"
"lasioglossum sopinci","native","Ground","",""
"lasioglossum stictaspis","","Ground","",""
"lasioglossum stuartense","native","Ground","",""
"lasioglossum subobscurum","","Ground","",""
"lasioglossum subversans","","Ground","",""
"lasioglossum subviridatum","native","Ground","","Generalist"
"lasioglossum succinipenne","native","Ground","",""
"lasioglossum supraclypeatum","native","Ground","Eusocial","Generalist"
"lasioglossum supranitens","","Ground","",""
"lasioglossum surianae","native","Ground","",""
"lasioglossum swenki","native","Ground","Solitary","Generalist"
"lasioglossum swezeyi","","Ground","",""
"lasioglossum synthyridis","","Ground","Eusocial",""
"lasioglossum tamiamense","native","Ground","Eusocial",""
"lasioglossum tarponense","native","Ground","",""
"lasioglossum tegulare","native","Ground","","Generalist"
"lasioglossum tegulariforme","native","Ground","","Generalist"
"lasioglossum tenax","native","Ground","Solitary",""
"lasioglossum tenue","","Ground","",""
"lasioglossum testaceum","","Ground","",""
"lasioglossum texanum","native","Ground","","Specialist"
"lasioglossum timberlakei","","Ground","",""
"lasioglossum titusi","native","Ground","","Generalist"
"lasioglossum tracyi","","Ground","",""
"lasioglossum trizonatum","","Ground","",""
"lasioglossum truncatum","native","Ground","",""
"lasioglossum vaporellum","","Ground","",""
"lasioglossum veganum","native","Ground","",""
"lasioglossum versans","native","Ground","Eusocial",""
"lasioglossum versatum","native","Ground","Eusocial","Generalist"
"lasioglossum vexator","","Ground","",""
"lasioglossum vierecki","native","Ground","Eusocial","Generalist"
"lasioglossum viridatulum","","Ground","",""
"lasioglossum viridatum","native","Ground","Eusocial","Generalist"
"lasioglossum weemsi","native","Ground","","Generalist"
"lasioglossum wheeleri","","Ground","Parasitic",""
"lasioglossum xanthopus","introduced","Ground","Solitary","Generalist"
"lasioglossum zephyrum","native","Ground","Eusocial","Generalist"
"lasioglossum zonulum","introduced","Ground","","Generalist"
"lasioglossum zophops","native","Ground","Eusocial",""
"leiopodus singularis","native","Host Nest","Parasitic",""
"lithurgus apicalis","native","Wood","Solitary","Specialist"
"lithurgus chrysurus","introduced","Wood","Solitary","Specialist"
"lithurgus cornutus","introduced","Wood","Solitary","Specialist"
"lithurgus echinocacti","","Wood","Solitary","Specialist"
"lithurgus gibbosus","","Wood","Solitary","Specialist"
"lithurgus littoralis","","Wood","Solitary","Specialist"
"lithurgus planifrons","","Wood","Solitary","Specialist"
"lithurgus rufipes","","Wood","Solitary","Specialist"
"lithurgus scabrosus","introduced","Wood","Solitary","Specialist"
"macropis ciliata","native","Ground","","Specialist"
"macropis nuda","native","Ground","","Specialist"
"macropis patellata","native","Ground","","Specialist"
"macropis steironematis","native","Ground","","Specialist"
"macrotera arcuata","","Ground","Plastic",""
"macrotera azteca","","Ground","Plastic",""
"macrotera bidenticauda","","Ground","Plastic",""
"macrotera carinata","","Ground","Plastic",""
"macrotera crassa","","Ground","Plastic",""
"macrotera echinocacti","native","Ground","Plastic",""
"macrotera haplura","","Ground","Plastic",""
"macrotera knulli","","Ground","Plastic",""
"macrotera laticauda","","Ground","Plastic",""
"macrotera latior","","Ground","Plastic",""
"macrotera lobata","","Ground","Plastic",""
"macrotera magniceps","","Ground","Plastic",""
"macrotera mellea","","Ground","Plastic",""
"macrotera mortuaria","","Ground","Plastic",""
"macrotera nigrella","","Ground","Plastic",""
"macrotera opacella","","Ground","Plastic",""
"macrotera opuntiae","native","Specialized","Plastic","Specialist"
"macrotera portalis","","Ground","Plastic",""
"macrotera robertsi","","Ground","Plastic",""
"macrotera solitaria","","Ground","Plastic",""
"macrotera texana","","Ground","Plastic",""
"macrotera tristella","","Ground","Plastic",""
"martinapis luteicornis","","Ground","Solitary","Generalist"
"martinapis occidentalis","native","Ground","Solitary","Generalist"
"megachile abluta","","Cavity","Solitary",""
"megachile addenda","native","Cavity","Solitary","Generalist"
"megachile adelphodonta","","Cavity","Solitary",""
"megachile agustini","","Cavity","Solitary","Generalist"
"megachile alamosana","","Cavity","Solitary",""
"megachile alata","","Cavity","Solitary","Specialist"
"megachile albidula","","Cavity","Solitary",""
"megachile albitarsis","native","Cavity","Solitary","Generalist"
"megachile amica","","Cavity","Solitary",""
"megachile angelarum","native","Cavity","Solitary",""
"megachile angularis","","Cavity","Solitary",""
"megachile anograe","","Ground","Solitary",""
"megachile apicalis","introduced","Cavity","Solitary","Specialist"
"megachile armaticeps","","Cavity","Solitary",""
"megachile asarna","","Cavity","Solitary",""
"megachile asterae","","Cavity","Solitary",""
"megachile astragali","","Cavity","Solitary",""
"megachile atrata","","Cavity","Solitary",""
"megachile azteca","","Cavity","Solitary",""
"megachile bahamensis","native","Cavity","Solitary",""
"megachile bakeri","","Cavity","Solitary",""
"megachile binotulata","","Cavity","Solitary",""
"megachile boharti","","Cavity","Solitary",""
"megachile bradleyi","","Cavity","Solitary",""
"megachile brevis","native","Cavity","Solitary","Generalist"
"megachile brimleyi","native","Cavity","Solitary",""
"megachile browni","","Cavity","Solitary",""
"megachile bruneri","","Cavity","Solitary",""
"megachile campanulae","native","Cavity","Solitary","Generalist"
"megachile carbonaria","","Cavity","Solitary",""
"megachile casadae","","Cavity","Solitary",""
"megachile centuncularis","introduced","Cavity","Solitary","Generalist"
"megachile chichimeca","","Cavity","Solitary",""
"megachile chilensis","","Cavity","Solitary",""
"megachile chilopsidis","","Cavity","Solitary",""
"megachile chlorura","native","Cavity","Solitary",""
"megachile circumcincta","introduced","Ground","Solitary","Generalist"
"megachile clara","","Cavity","Solitary",""
"megachile cochisiana","","Cavity","Solitary",""
"megachile coloradensis","","Cavity","Solitary",""
"megachile comata","","Cavity","Solitary",""
"megachile concinna","introduced","Cavity","Solitary",""
"megachile coquilletti","","Cavity","Solitary",""
"megachile crassipes","","Cavity","Solitary",""
"megachile cylindrica","","Cavity","Solitary",""
"megachile dakotensis","native","Cavity","Solitary","Generalist"
"megachile davidsoni","native","Cavity","Solitary","Specialist"
"megachile deflexa","native","Cavity","Solitary",""
"megachile dentitarsus","","Cavity","Solitary","Generalist"
"megachile diligens","","Cavity","Solitary",""
"megachile discorhina","","Cavity","Solitary",""
"megachile dulciana","","Cavity","Solitary",""
"megachile dupla","","Cavity","Solitary",""
"megachile empeyi","","Cavity","Solitary",""
"megachile ericetorum","introduced","Cavity","Solitary","Specialist"
"megachile exilis","native","Cavity","Solitary",""
"megachile faceta","","Cavity","Solitary",""
"megachile fidelis","","Cavity","Solitary","Generalist"
"megachile florensis","","Cavity","Solitary",""
"megachile fortis","","Ground","Solitary","Specialist"
"megachile frigida","native","Cavity","Solitary",""
"megachile frugalis","native","Cavity","Solitary",""
"megachile fucata","","Cavity","Solitary",""
"megachile fullawayi","","Cavity","Solitary",""
"megachile gemula","native","Cavity","Solitary","Generalist"
"megachile geneana","","Cavity","Solitary",""
"megachile gentilis","native","Wood","Solitary",""
"megachile georgica","native","Cavity","Solitary",""
"megachile giliae","","Cavity","Solitary",""
"megachile gravita","","Cavity","Solitary",""
"megachile hilata","","Cavity","Solitary",""
"megachile holosericea","","Cavity","Solitary",""
"megachile hookeri","","Cavity","Solitary",""
"megachile impartita","","Cavity","Solitary",""
"megachile inermis","native","Cavity","Solitary","Generalist"
"megachile ingens","","Cavity","Solitary",""
"megachile ingenua","native","Cavity","Solitary",""
"megachile inimica","native","Wood","Solitary","Generalist"
"megachile innupta","","Cavity","Solitary",""
"megachile instita","","Cavity","Solitary",""
"megachile integra","native","Ground","Solitary",""
"megachile integrella","native","Cavity","Solitary",""
"megachile inyoensis","","Cavity","Solitary",""
"megachile laguniana","","Cavity","Solitary",""
"megachile lanata","introduced","Cavity","Solitary",""
"megachile lapponica","","Cavity","Solitary",""
"megachile laticeps","","Cavity","Solitary",""
"megachile latimanus","native","Ground","Solitary","Generalist"
"megachile latita","","Cavity","Solitary",""
"megachile laurita","","Cavity","Solitary",""
"megachile legalis","","Cavity","Solitary",""
"megachile lippiae","","Ground","Solitary","Generalist"
"megachile lobatifrons","","Cavity","Solitary",""
"megachile macneilli","","Cavity","Solitary",""
"megachile manifesta","","Ground","Solitary","Specialist"
"megachile manni","","Cavity","Solitary",""
"megachile maurata","","Cavity","Solitary",""
"megachile melanderi","","Cavity","Solitary",""
"megachile melanogaster","","Cavity","Solitary",""
"megachile melanophaea","native","Ground","Solitary","Generalist"
"megachile mellitarsis","","Cavity","Solitary",""
"megachile mendica","native","Cavity","Solitary","Generalist"
"megachile micheneri","","Cavity","Solitary",""
"megachile mojavensis","","Cavity","Solitary",""
"megachile montivaga","native","Cavity","Solitary","Generalist"
"megachile morio","","Cavity","Solitary",""
"megachile mucida","native","Cavity","Solitary","Generalist"
"megachile mucorosa","","Cavity","Solitary",""
"megachile multidens","","Cavity","Solitary",""
"megachile murina","","Cavity","Solitary",""
"megachile neli","","Cavity","Solitary",""
"megachile nelsoni","","Cavity","Solitary",""
"megachile nevadensis","","Cavity","Solitary",""
"megachile newberryae","","Cavity","Solitary",""
"megachile nivalis","native","Cavity","Solitary",""
"megachile obtusa","","Cavity","Solitary",""
"megachile occidentalis","","Cavity","Solitary",""
"megachile odontostoma","","Cavity","Solitary",""
"megachile oenotherae","native","Cavity","Solitary",""
"megachile oslari","","Cavity","Solitary",""
"megachile pagosiana","","Cavity","Solitary",""
"megachile palmensis","","Cavity","Solitary",""
"megachile parallela","native","Cavity","Solitary","Specialist"
"megachile parksi","","Cavity","Solitary",""
"megachile pascoensis","","Cavity","Solitary",""
"megachile perihirta","native","Ground","Solitary","Generalist"
"megachile petulans","native","Cavity","Solitary","Generalist"
"megachile policaris","native","Cavity","Solitary","Generalist"
"megachile praefica","","Cavity","Solitary",""
"megachile prosopidis","","Cavity","Solitary",""
"megachile pruina","native","Cavity","Solitary","Generalist"
"megachile pseudolegalis","","Cavity","Solitary",""
"megachile pseudonigra","","Cavity","Solitary",""
"megachile pugnata","native","Cavity","Solitary","Specialist"
"megachile relativa","native","Cavity","Solitary","Generalist"
"megachile relicta","","Cavity","Solitary",""
"megachile rossi","","Cavity","Solitary",""
"megachile rotundata","introduced","Cavity","Solitary",""
"megachile rubi","native","Ground","Solitary",""
"megachile rufipennis","","Wood","Solitary",""
"megachile rugifrons","native","Cavity","Solitary",""
"megachile saba","","Cavity","Solitary",""
"megachile sabinensis","","Cavity","Solitary","Specialist"
"megachile schmidti","","Cavity","Solitary",""
"megachile sculpturalis","introduced","Cavity","Solitary",""
"megachile seducta","","Cavity","Solitary",""
"megachile sidalceae","","Cavity","Solitary",""
"megachile soledadensis","","Cavity","Solitary",""
"megachile spinotulata","","Cavity","Solitary",""
"megachile stoddardensis","","Cavity","Solitary",""
"megachile subanograe","","Cavity","Solitary",""
"megachile subexilis","","Cavity","Solitary",""
"megachile sublaurita","native","Ground","Solitary",""
"megachile subnigra","","Ground","Solitary",""
"megachile subparallela","","Cavity","Solitary",""
"megachile terrestris","","Cavity","Solitary",""
"megachile tetrazona","","Cavity","Solitary",""
"megachile texana","native","Ground","Solitary","Generalist"
"megachile texensis","","Cavity","Solitary",""
"megachile timberlakei","","Cavity","Solitary",""
"megachile toscata","","Cavity","Solitary",""
"megachile townsendiana","native","Cavity","Solitary","Specialist"
"megachile tricolor","","Cavity","Solitary",""
"megachile umatillensis","","Cavity","Solitary","Specialist"
"megachile umbripennis","","Cavity","Solitary",""
"megachile ustulata","","Cavity","Solitary",""
"megachile victoriana","","Cavity","Solitary",""
"megachile voiensis","","Cavity","Solitary",""
"megachile wheeleri","","Ground","Solitary",""
"megachile wyomingensis","","Cavity","Solitary",""
"megachile xerophila","","Cavity","Solitary","Specialist"
"megachile xylocopoides","native","Cavity","Solitary","Generalist"
"megachile yumensis","","Cavity","Solitary",""
"megachile zapoteca","","Cavity","Solitary","Generalist"
"megachile zaptlana","","Cavity","Solitary",""
"megachile zombae","","Cavity","Solitary",""
"megandrena enceliae","native","Ground","",""
"megandrena mentzeliae","native","Ground","",""
"melecta alexanderi","native","Host Nest","Parasitic",""
"melecta bohartorum","","Host Nest","Parasitic",""
"melecta edwardsii","native","Host Nest","Parasitic",""
"melecta fulgida","","Host Nest","Parasitic",""
"melecta pacifica","native","Host Nest","Parasitic",""
"melecta separata","native","Host Nest","Parasitic",""
"melecta thoracica","","Host Nest","Parasitic",""
"melipona quadrifasciata","introduced","Wood","Eusocial",""
"melissodes ablusa","","Ground","Solitary",""
"melissodes agilis","native","Ground","Solitary","Specialist"
"melissodes apicata","native","Ground","Solitary",""
"melissodes appressa","","Ground","Solitary","Specialist"
"melissodes baileyi","","Ground","Solitary",""
"melissodes bicolorata","","Ground","Solitary",""
"melissodes bidentis","native","Ground","Solitary","Specialist"
"melissodes bimaculata","native","Ground","Solitary","Generalist"
"melissodes bimatris","","Ground","Solitary","Specialist"
"melissodes blanda","","Ground","Solitary",""
"melissodes boltoniae","native","Ground","Solitary","Generalist"
"melissodes brevipyga","","Ground","Solitary","Specialist"
"melissodes cerussata","","Ground","Solitary",""
"melissodes clarkiae","","Ground","Solitary",""
"melissodes colliciata","","Ground","Solitary",""
"melissodes coloradensis","native","Ground","Solitary","Specialist"
"melissodes comata","","Ground","Solitary",""
"melissodes communis","native","Ground","Solitary","Generalist"
"melissodes composita","","Ground","Solitary","Specialist"
"melissodes comptoides","native","Ground","Solitary","Generalist"
"melissodes confusa","","Ground","Solitary","Specialist"
"melissodes coreopsis","native","Ground","Solitary","Specialist"
"melissodes dagosa","","Ground","Solitary",""
"melissodes denticulata","native","Ground","Solitary","Specialist"
"melissodes dentiventris","native","Ground","Solitary",""
"melissodes desponsa","native","Ground","Solitary","Generalist"
"melissodes druriella","native","Ground","Solitary","Specialist"
"melissodes elegans","","Ground","Solitary",""
"melissodes exilis","","Ground","Solitary",""
"melissodes expolita","","Ground","Solitary",""
"melissodes fasciatella","","Ground","Solitary",""
"melissodes fimbriata","native","Ground","Solitary",""
"melissodes fumosa","native","Ground","Solitary",""
"melissodes gelida","","Ground","Solitary","Specialist"
"melissodes gilensis","","Ground","Solitary",""
"melissodes glenwoodensis","","Ground","Solitary","Specialist"
"melissodes grindeliae","","Ground","Solitary","Specialist"
"melissodes humilior","","Ground","Solitary","Specialist"
"melissodes hurdi","","Ground","Solitary",""
"melissodes hymenoxidis","","Ground","Solitary",""
"melissodes illata","native","Ground","Solitary","Generalist"
"melissodes intorta","","Ground","Solitary",""
"melissodes limbus","","Ground","Solitary",""
"melissodes lupina","","Ground","Solitary","Specialist"
"melissodes lustra","","Ground","Solitary","Specialist"
"melissodes lutulenta","","Ground","Solitary",""
"melissodes maesta","","Ground","Solitary",""
"melissodes manipularis","native","Ground","Solitary",""
"melissodes melanura","","Ground","Solitary",""
"melissodes menuachus","native","Ground","Solitary","Specialist"
"melissodes metenua","","Ground","Solitary",""
"melissodes micheneri","","Ground","Solitary",""
"melissodes microsticta","","Ground","Solitary","Specialist"
"melissodes minuscula","","Ground","Solitary",""
"melissodes mitchelli","native","Ground","Solitary",""
"melissodes monoensis","","Ground","Solitary",""
"melissodes montana","","Ground","Solitary","Specialist"
"melissodes moorei","","Ground","Solitary",""
"melissodes nigracauda","","Ground","Solitary",""
"melissodes nivea","native","Ground","Solitary","Specialist"
"melissodes ochraea","","Ground","Solitary",""
"melissodes opuntiella","","Ground","Solitary","Generalist"
"melissodes pallidisignata","","Ground","Solitary","Specialist"
"melissodes paroselae","","Ground","Solitary","Generalist"
"melissodes paucipuncta","","Ground","Solitary",""
"melissodes paulula","","Ground","Solitary","Specialist"
"melissodes perlusa","","Ground","Solitary","Specialist"
"melissodes perpolita","","Ground","Solitary",""
"melissodes persimilis","","Ground","Solitary",""
"melissodes personatella","","Ground","Solitary",""
"melissodes pexa","","Ground","Solitary",""
"melissodes pilleata","native","Ground","Solitary",""
"melissodes plumosa","","Ground","Solitary",""
"melissodes pullata","","Ground","Solitary",""
"melissodes pullatella","","Ground","Solitary",""
"melissodes relucens","","Ground","Solitary",""
"melissodes rivalis","native","Ground","Solitary","Specialist"
"melissodes robustior","native","Ground","Solitary","Specialist"
"melissodes rufipes","","Ground","Solitary",""
"melissodes saponellus","","Ground","Solitary",""
"melissodes semilupina","","Ground","Solitary",""
"melissodes snowii","","Ground","Solitary","Specialist"
"melissodes sonorensis","","Ground","Solitary","Generalist"
"melissodes sphaeralceae","","Ground","Solitary",""
"melissodes stearnsi","native","Ground","Solitary","Specialist"
"melissodes subagilis","","Ground","Solitary","Specialist"
"melissodes subillata","native","Ground","Solitary","Specialist"
"melissodes submenuacha","","Ground","Solitary","Specialist"
"melissodes tepaneca","native","Ground","Solitary",""
"melissodes tepida","","Ground","Solitary",""
"melissodes tessellata","","Ground","Solitary",""
"melissodes thelypodii","","Ground","Solitary","Generalist"
"melissodes tincta","native","Ground","Solitary","Specialist"
"melissodes trifasciata","","Ground","Solitary",""
"melissodes trinodis","native","Ground","Solitary","Specialist"
"melissodes tristis","native","Ground","Solitary","Generalist"
"melissodes tuckeri","","Ground","Solitary",""
"melissodes utahensis","","Ground","Solitary",""
"melissodes velutina","","Ground","Solitary",""
"melissodes verbesinarum","","Ground","Solitary",""
"melissodes vernalis","","Ground","Solitary",""
"melissodes vernoniae","native","Ground","Solitary","Specialist"
"melissodes wheeleri","","Ground","Solitary","Specialist"
"melissoptila otomita","","","",""
"melitoma grisella","","Ground","","Specialist"
"melitoma marginella","native","Ground","","Specialist"
"melitoma segmentaria","","Ground","","Specialist"
"melitoma taurea","native","Ground","","Specialist"
"melitta americana","","Ground","Solitary","Specialist"
"melitta californica","","Ground","Solitary","Specialist"
"melitta eickworti","","Ground","Solitary","Specialist"
"melitta guichardi","","Ground","Solitary","Specialist"
"melitta melittoides","native","Ground","Solitary","Specialist"
"mesoplia dugesi","","Host Nest","Parasitic",""
"mesoplia regalis","","Host Nest","Parasitic",""
"mesoxaea arizonica","","Ground","Solitary",""
"mesoxaea nigerrima","","Ground","Solitary",""
"mesoxaea rufescens","","Ground","Solitary",""
"mesoxaea texana","","Ground","Solitary",""
"mexalictus arizonensis","native","Ground","",""
"micralictoides altadenae","native","Ground","",""
"micralictoides chaenactidis","native","Ground","",""
"micralictoides dinoceps","","Ground","",""
"micralictoides grossus","native","Ground","",""
"micralictoides linsleyi","","Ground","",""
"micralictoides mojavensis","native","Ground","",""
"micralictoides quadriceps","native","Ground","",""
"micralictoides ruficaudus","native","Ground","","Specialist"
"neolarra alba","native","Host Nest","Parasitic",""
"neolarra batrae","native","Host Nest","Parasitic",""
"neolarra californica","native","Host Nest","Parasitic",""
"neolarra clavigera","","Host Nest","Parasitic",""
"neolarra cockerelli","native","Host Nest","Parasitic",""
"neolarra hurdi","native","Host Nest","Parasitic",""
"neolarra linsleyi","native","Host Nest","Parasitic",""
"neolarra orbiculata","native","Host Nest","Parasitic",""
"neolarra penicula","native","Host Nest","Parasitic",""
"neolarra pruinosa","native","Host Nest","Parasitic",""
"neolarra rozeni","native","Host Nest","Parasitic",""
"neolarra ute","native","Host Nest","Parasitic",""
"neolarra vandykei","native","Host Nest","Parasitic",""
"neolarra verbesinae","native","Host Nest","Parasitic",""
"neolarra vigilans","native","Host Nest","Parasitic",""
"neopasites cressoni","","Host Nest","Parasitic",""
"neopasites fulviventris","native","Host Nest","Parasitic",""
"neopasites mojavensis","native","Host Nest","Parasitic",""
"neopasites sierrae","","Host Nest","Parasitic",""
"neopasites timberlakei","","Host Nest","Parasitic",""
"nesosphecodes anthracinus","","","",""
"nomada accepta","native","Host Nest","Parasitic",""
"nomada adducta","","Host Nest","Parasitic",""
"nomada adusta","","Host Nest","Parasitic",""
"nomada affabilis","native","Host Nest","Parasitic",""
"nomada agynia","","Host Nest","Parasitic",""
"nomada aldrichi","","Host Nest","Parasitic",""
"nomada alpha","","Host Nest","Parasitic",""
"nomada amoena","","Host Nest","Parasitic",""
"nomada amorphae","","Host Nest","Parasitic",""
"nomada angelarum","","Host Nest","Parasitic",""
"nomada angulata","","Host Nest","Parasitic",""
"nomada annulata","","Host Nest","Parasitic",""
"nomada antennata","introduced","Host Nest","Parasitic",""
"nomada aprilina","","Host Nest","Parasitic",""
"nomada aquilarum","native","Host Nest","Parasitic",""
"nomada arenicola","","Host Nest","Parasitic",""
"nomada argentata","introduced","Host Nest","Parasitic",""
"nomada argentea","","Host Nest","Parasitic",""
"nomada arizonica","","Host Nest","Parasitic",""
"nomada armatella","native","Host Nest","Parasitic","Generalist"
"nomada articulata","native","Host Nest","Parasitic","Generalist"
"nomada ashmeadi","","Host Nest","Parasitic",""
"nomada asteris","","Host Nest","Parasitic",""
"nomada astori","","Host Nest","Parasitic",""
"nomada atrofrontata","","Host Nest","Parasitic",""
"nomada augustiana","native","Host Nest","Parasitic",""
"nomada australis","native","Host Nest","Parasitic",""
"nomada autumnalis","","Host Nest","Parasitic",""
"nomada avalonica","","Host Nest","Parasitic",""
"nomada azaleae","","Host Nest","Parasitic",""
"nomada banksi","native","Host Nest","Parasitic",""
"nomada belfragei","","Host Nest","Parasitic",""
"nomada bella","","Host Nest","Parasitic",""
"nomada besseyi","","Host Nest","Parasitic",""
"nomada bethunei","native","Host Nest","Parasitic",""
"nomada beulahensis","","Host Nest","Parasitic",""
"nomada bicrista","","Host Nest","Parasitic",""
"nomada bifurcata","","Host Nest","Parasitic",""
"nomada bisetosa","","Host Nest","Parasitic",""
"nomada bisignata","","Host Nest","Parasitic",""
"nomada bohartorum","","Host Nest","Parasitic",""
"nomada brewsterae","","Host Nest","Parasitic",""
"nomada californiae","","Host Nest","Parasitic",""
"nomada calloxantha","","Host Nest","Parasitic",""
"nomada capillata","","Host Nest","Parasitic",""
"nomada carinicauda","","Host Nest","Parasitic",""
"nomada ceanothi","native","Host Nest","Parasitic",""
"nomada citrina","","Host Nest","Parasitic",""
"nomada civilis","","Host Nest","Parasitic",""
"nomada clarescens","","Host Nest","Parasitic",""
"nomada clarkii","","Host Nest","Parasitic",""
"nomada collinsiana","","Host Nest","Parasitic",""
"nomada coloradella","","Host Nest","Parasitic",""
"nomada composita","","Host Nest","Parasitic",""
"nomada concinnula","","Host Nest","Parasitic",""
"nomada coquilletti","","Host Nest","Parasitic",""
"nomada cordleyi","","Host Nest","Parasitic",""
"nomada coronata","introduced","Host Nest","Parasitic",""
"nomada corvallisensis","","Host Nest","Parasitic",""
"nomada costalis","","Host Nest","Parasitic",""
"nomada crawfordi","","Host Nest","Parasitic",""
"nomada cressonii","native","Host Nest","Parasitic","Generalist"
"nomada crotchii","native","Host Nest","Parasitic","Generalist"
"nomada crucis","","Host Nest","Parasitic",""
"nomada crudelis","","Host Nest","Parasitic",""
"nomada cuneata","native","Host Nest","Parasitic",""
"nomada custeriana","","Host Nest","Parasitic",""
"nomada cymbalariae","","Host Nest","Parasitic",""
"nomada davidsoni","","Host Nest","Parasitic",""
"nomada debilis","","Host Nest","Parasitic",""
"nomada decempunctata","","Host Nest","Parasitic",""
"nomada decepta","","Host Nest","Parasitic",""
"nomada dentariae","native","Host Nest","Parasitic",""
"nomada denticulata","native","Host Nest","Parasitic","Generalist"
"nomada depressa","","Host Nest","Parasitic",""
"nomada detrita","","Host Nest","Parasitic",""
"nomada dilucida","","Host Nest","Parasitic",""
"nomada dreisbachi","","Host Nest","Parasitic",""
"nomada ednae","","Host Nest","Parasitic",""
"nomada edwardsii","native","Host Nest","Parasitic","Generalist"
"nomada electa","native","Host Nest","Parasitic",""
"nomada electella","native","Host Nest","Parasitic",""
"nomada elegantula","","Host Nest","Parasitic",""
"nomada elrodi","","Host Nest","Parasitic",""
"nomada erigeronis","native","Host Nest","Parasitic",""
"nomada erythraea","","Host Nest","Parasitic",""
"nomada erythrochroa","","Host Nest","Parasitic",""
"nomada erythrospila","","Host Nest","Parasitic",""
"nomada fervida","native","Host Nest","Parasitic",""
"nomada festiva","native","Host Nest","Parasitic",""
"nomada flammigera","","Host Nest","Parasitic",""
"nomada florilega","native","Host Nest","Parasitic",""
"nomada fontis","","Host Nest","Parasitic",""
"nomada formula","","Host Nest","Parasitic",""
"nomada fragariae","native","Host Nest","Parasitic",""
"nomada fragilis","","Host Nest","Parasitic",""
"nomada frankei","","Host Nest","Parasitic",""
"nomada frieseana","","Host Nest","Parasitic",""
"nomada fuscicincta","","Host Nest","Parasitic",""
"nomada garciana","","Host Nest","Parasitic",""
"nomada gibbosa","","Host Nest","Parasitic",""
"nomada gillettei","","Host Nest","Parasitic",""
"nomada gracilis","native","Host Nest","Parasitic",""
"nomada graenicheri","native","Host Nest","Parasitic",""
"nomada grandis","","Host Nest","Parasitic",""
"nomada grayi","","Host Nest","Parasitic",""
"nomada gutierreziae","native","Host Nest","Parasitic",""
"nomada heiligbrodtii","native","Host Nest","Parasitic","Generalist"
"nomada hemphilli","native","Host Nest","Parasitic",""
"nomada henningeri","","Host Nest","Parasitic",""
"nomada hesperia","","Host Nest","Parasitic",""
"nomada heterosticta","","Host Nest","Parasitic",""
"nomada hirtiventris","","Host Nest","Parasitic",""
"nomada hoodiana","","Host Nest","Parasitic",""
"nomada hurdi","","Host Nest","Parasitic",""
"nomada hydrophylli","","Host Nest","Parasitic",""
"nomada idahoensis","","Host Nest","Parasitic",""
"nomada illinoensis","native","Host Nest","Parasitic",""
"nomada imbricata","native","Host Nest","Parasitic","Generalist"
"nomada indusata","","Host Nest","Parasitic",""
"nomada inepta","","Host Nest","Parasitic",""
"nomada integerrima","native","Host Nest","Parasitic",""
"nomada interruptella","","Host Nest","Parasitic",""
"nomada itamera","","Host Nest","Parasitic",""
"nomada jennei","","Host Nest","Parasitic",""
"nomada jocularis","","Host Nest","Parasitic",""
"nomada kincaidiana","","Host Nest","Parasitic",""
"nomada kingstonensis","","Host Nest","Parasitic",""
"nomada klamathensis","","Host Nest","Parasitic",""
"nomada krugii","","Host Nest","Parasitic",""
"nomada lamarensis","","Host Nest","Parasitic",""
"nomada laramiensis","","Host Nest","Parasitic",""
"nomada latifrons","native","Host Nest","Parasitic",""
"nomada lehighensis","native","Host Nest","Parasitic",""
"nomada lepida","","Host Nest","Parasitic","Generalist"
"nomada leucozona","","Host Nest","Parasitic",""
"nomada lewisi","","Host Nest","Parasitic",""
"nomada libata","","Host Nest","Parasitic",""
"nomada limata","","Host Nest","Parasitic",""
"nomada linsleyi","","Host Nest","Parasitic",""
"nomada lippiae","","Host Nest","Parasitic",""
"nomada longicornis","","Host Nest","Parasitic",""
"nomada louisianae","","Host Nest","Parasitic",""
"nomada luteola","native","Host Nest","Parasitic",""
"nomada luteoloides","native","Host Nest","Parasitic","Generalist"
"nomada luteopicta","","Host Nest","Parasitic",""
"nomada maculata","native","Host Nest","Parasitic","Generalist"
"nomada maculiventer","","Host Nest","Parasitic",""
"nomada malonella","","Host Nest","Parasitic",""
"nomada malonina","","Host Nest","Parasitic",""
"nomada marginella","native","Host Nest","Parasitic",""
"nomada martinella","native","Host Nest","Parasitic",""
"nomada mckenziei","","Host Nest","Parasitic",""
"nomada media","","Host Nest","Parasitic",""
"nomada mediana","","Host Nest","Parasitic",""
"nomada melanoptera","","Host Nest","Parasitic",""
"nomada melanosoma","","Host Nest","Parasitic",""
"nomada melliventris","","Host Nest","Parasitic",""
"nomada mendica","","Host Nest","Parasitic",""
"nomada micheneri","native","Host Nest","Parasitic",""
"nomada mimus","","Host Nest","Parasitic",""
"nomada miniata","","Host Nest","Parasitic",""
"nomada minima","","Host Nest","Parasitic",""
"nomada mitchelli","","Host Nest","Parasitic",""
"nomada morrisoni","","Host Nest","Parasitic",""
"nomada munda","","Host Nest","Parasitic",""
"nomada mutans","native","Host Nest","Parasitic",""
